Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"The Collapse","Adelitas Way","Home School Valedictorian","Brani Preferiti Pubblici","Playlist","USVI21100027","3h99RESVnS9wla9mxLGC0q"
"Cradles","Sub Urban","Cradles","Brani Preferiti Pubblici","Playlist","GB2LD1800949","18A7ha5BitZjmdHTCwXFbU"
"Kahin Mujhe Pyar Hua Toh Nahin - Jhankar","Alka Yagnik","Rang (Jhankar; Original Motion Picture Soundtrack)","Brani Preferiti Pubblici","Playlist","INT101700543","2rKh58vbml90hfV02jEM9z"
"Fall of Davoth","Geoffplaysguitar","Fall of Davoth","Brani Preferiti Pubblici","Playlist","QZHNB2146509","2r1WMSrsXA25fTceeH9K6C"
"Awaken (Pillar Men Theme)","Friedrich Habetler","Awaken (Pillar Men Theme)","Brani Preferiti Pubblici","Playlist","QZGWW2038835","7FXROE09ejzPYcFHrNrOSj"
"Blood And Guts - From ""Berserk""","Gabriele Motta","Blood And Guts (From ""Berserk"")","Brani Preferiti Pubblici","Playlist","FR10S2193081","2jJULfe6fvO712mGpafnZ6"
"Tank! - Cowboy Bebop Opening Theme","Coded Channel","Remember the Themes - Manga Anime, and Other Cartoon Themes","Brani Preferiti Pubblici","Playlist","GBRBE0796119","2HoDg0DCoqqGCdzm4oMec0"
"Party Tonight","The Shipp of Fools","Party Tonight","Brani Preferiti Pubblici","Playlist","QZK6G2057414","24vGEsiOTaoG2j3JdajXOQ"
"Forces - From ""Berserk""","Gabriele Motta","Forces (From ""Berserk"")","Brani Preferiti Pubblici","Playlist","FRX202156030","7kvOkBCMLgUB9t3m9g8fDo"
"Megalovania","RichaadEB","Megalovania","Brani Preferiti Pubblici","Playlist","QZGWW1965911","6Nb0qYaWl4EAxHbGcKlLjR"
"Theme of One Punch Man (Seigi Shikkou)","RoomTone","Nice Fight. (Covers from One Punch Man)","Brani Preferiti Pubblici","Playlist","QZES71951334","1yJOyX2W6AP3YTuH4wMCon"
"Night of Nights","RichaadEB","Night of Nights","Brani Preferiti Pubblici","Playlist","QZGWW1904080","2OgHBcWrsQUwnZi5atxPFF"
"Spider-Man the Animated Series Theme","Nstens1117","Nostalgia, Vol. 1","Brani Preferiti Pubblici","Playlist","QZDA41830967","0Cx59iwe4l9zSNpgOzRMIR"
"No More Words (Remastered) [Jeff Hardy]","WWE","No More Words (Remastered) [Jeff Hardy]","Brani Preferiti Pubblici","Playlist","USBAC1300800","4xnDoTtds7iWv1TL9EzALJ"
"I Am... All Of Me","Crush 40","SHADOW THE HEDGEHOG OFFICIAL SOUNDTRACK","Brani Preferiti Pubblici","Playlist","JPX300516700","4slBHMsULWSDtG2hspyTC8"
"Black Swordsman Unleashed - From ""Berserk""","Gabriele Motta","Black Swordsman Unleashed (From ""Berserk"")","Brani Preferiti Pubblici","Playlist","FRX202122248","6pQ6AfSraDr8yXipMCOhF0"
"Mortal Kombat","The Immortal(S)","Mortal Kombat","Brani Preferiti Pubblici","Playlist","ushm81814738","7210gUfSMVJ7ngS65IBR7g"
"Boss of Me (from Malcolm in the Middle)","Southern Creek Players","Television and Movie Themes","Brani Preferiti Pubblici","Playlist","USQY51571112","62X5Nc50jIaHp1l1yujjKi"
"Bocciofili (con Fedez e Mistico)","Dargen D'Amico","Vivere Aiuta A Non Morire","Brani Preferiti Pubblici","Playlist","ITUM71300136","1WG95iYndhwzCo7zpitKG6"
"Hero Of War","Rise Against","Appeal To Reason","Brani Preferiti Pubblici","Playlist","USUM70832583","00hVU6kDP67JHurfwG2dtq"
"Stricken","Disturbed","Ten Thousand Fists","Brani Preferiti Pubblici","Playlist","USRE10500766","6RJdYpFQwLyNfDc5FbjkgV"
"Enemies","Shinedown","Amaryllis","Brani Preferiti Pubblici","Playlist","USAT21200235","1SDl9wY1MqbpJQW0yKEWxL"
"Getting Along","Royal Republic","Weekend Man","Brani Preferiti Pubblici","Playlist","DEUM71503581","1Ly7xppUgLEZ4iwxRAR9Sf"
"Golden Dump (The Trump Hump)","Klemen","Golden Dump (The Trump Hump)","Brani Preferiti Pubblici","Playlist","SE3OH1617335","1J93jBTvGMGmq1jad1u2oj"
"Putin, Putout","Klemen","Putin, Putout","Brani Preferiti Pubblici","Playlist","USE831546265","1yOvJb8BBvIJzg3Jq0ZUJT"
"All or Nothing","Sylar","Seasons","Brani Preferiti Pubblici","Playlist","USHR21810702","1lvp5HcDCr30dAOERyN54D"
"Still Waiting","Sum 41","Does This Look Infected?","Brani Preferiti Pubblici","Playlist","USIR20200792","0jqK7sGTLsHPkQrrcrGuKD"
"Two Princes","Spin Doctors","Pocket Full Of Kryptonite","Brani Preferiti Pubblici","Playlist","USSM19000350","4ePP9So5xRzspjLFVVbj90"
"All Star","Smash Mouth","Astro Lounge","Brani Preferiti Pubblici","Playlist","USIR19902220","7ntXYU4zboGuq5ZunkrXRB"
"Come mi pare","Niccolò Fabi","Il padrone della festa","Brani Preferiti Pubblici","Playlist","ITB001400356","6mB35zXjXWU3pr79YQnWWx"
"Word Of Mouth","Mike + The Mechanics","Word of Mouth","Brani Preferiti Pubblici","Playlist","GBAAA9100010","5CMVFeYw1PXtd3QcjKBFVh"
"Holding Out for a Hero - From ""Footloose"" Soundtrack","Bonnie Tyler","Secret Dreams and Forbidden Fire","Brani Preferiti Pubblici","Playlist","USSM18300449","5Hyr47BBGpvOfcykSCcaw9"
"ALARM (Autodistruzione)","Drimer","Crashtest","Brani Preferiti Pubblici","Playlist","ITRWL2000078","6UWOrS9D7RGvi5uz9TJkDQ"
"Jason","IN6N","Jason","Brani Preferiti Pubblici","Playlist","ITDF62177054","3KYqflBrZRoGg7ImtLl7sh"
"Social Boom","IN6N","(Black Parade)","Brani Preferiti Pubblici","Playlist","QZHN61941441","2aoCR13J9oCF8ugop9IMKq"
"Fronte Nichilista Italiano","Ozone Dehumanizer","Fronte Nichilista Italiano","Brani Preferiti Pubblici","Playlist","QZDA62095128","5khyIFo1f0TXxjIVbanGvA"
"FEED THE FIRE","coldrain","FATELESS","Brani Preferiti Pubblici","Playlist","JPWP01771601","0CHZjALtuGGST7sOEqofJM"
"Devil's Proof","DEVILOOF","Devil's Proof","Brani Preferiti Pubblici","Playlist","TCJPP2120692","4bvTKxAL6E1rbYl0De83wE"
"Dance For Me Wallis","Abel Korzeniowski","W.E. - Music From The Motion Picture","Brani Preferiti Pubblici","Playlist","USUM71200032","1vWtTis3VRkkUp8qST4jY5"
"Eternity and a Day: III. Eternity Theme","Eleni Karaindrou","Eternity and a Day","Brani Preferiti Pubblici","Playlist","DEB339869203","2rKV2nJ3FJwo2sM3tRld0e"
"Foule sentimentale","Chilly Gonzales","Souchon dans l'air (Vol. 1)","Brani Preferiti Pubblici","Playlist","FRUM71700614","5kRRlhhVENLTS6REohSfvE"
"Le Jour d'avant","Yann Tiersen","L'absente","Brani Preferiti Pubblici","Playlist","FRS940000121","7M9z1kHWkllvXSgYKg8MLL"
"All Star","Smash Mouth","All Star Smash Hits","Brani Preferiti Pubblici","Playlist","USIR19902220","19fm0eNKTeg1JbHCHwPhLe"
"Diamond Eyes (Boom-Lay Boom-Lay Boom)","Shinedown","The Sound of Madness","Brani Preferiti Pubblici","Playlist","USAT21001134","1PLMK1ui86iHHG3FM1N7ue"
"False Pretense","The Red Jumpsuit Apparatus","Don't You Fake It","Brani Preferiti Pubblici","Playlist","USVI20600149","2ZICF8SFI5tHttaLJKMY1X"
"One Of A Kind","Breaking Point","Coming Of Age","Brani Preferiti Pubblici","Playlist","USWU30106411","1eCcqCDoZX5Xs4VGTbbk3n"
"America","Deuce","Nine Lives","Brani Preferiti Pubblici","Playlist","USDPK1105003","5Mr8DEmrUjj11PBmIlNm9g"
"Cryin' Like A Bitch!!","Godsmack","The Oracle (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USUM71004193","4a9i7rCLfPjbS1sNamZeQN"
"Kamaz","DJ Blyatman","Vodka No Limit","Brani Preferiti Pubblici","Playlist","QZDA52090712","5ndylO3VZAhTRIARJFD0a5"
"No Giving Up","Crossfade","Crossfade","Brani Preferiti Pubblici","Playlist","USSM10400178","7M7VUNhN51Fjsu58dLv0EY"
"Unbreakable","Fireflight","Unbreakable","Brani Preferiti Pubblici","Playlist","USA5W0700349","6M9vEm3Cy3PHr3QkXRX6x3"
"Abyss Watchers (from Dark Souls 3)","Geoffplaysguitar","Abyss Watchers (from Dark Souls 3)","Brani Preferiti Pubblici","Playlist","QZTAU2102461","5Jk1j55dBmeB0BAW0RNdJB"
"I Stand Alone","Godsmack","Faceless","Brani Preferiti Pubblici","Playlist","USUR10111257","6eYUbXmncekAKMYZcsSkyD"
"Duality","Slipknot","Vol. 3: The Subliminal Verses","Brani Preferiti Pubblici","Playlist","NLA320420785","61mWefnWQOLf90gepjOCb3"
"Hungry","Rob Bailey & The Hustle Standard","Battle Tested","Brani Preferiti Pubblici","Playlist","TCABF1276485","6fd3mZrsVbe7N6whWrlZYv"
"Painkiller","Three Days Grace","Human","Brani Preferiti Pubblici","Playlist","USRC11400506","6OMO6WdRhSfjMPAiPT94wH"
"White Rabbit","Egypt Central","White Rabbit","Brani Preferiti Pubblici","Playlist","US2D61120001","4QhSscYz3TPLEwD6lMezvG"
"Headstrong","Trapt","Trapt","Brani Preferiti Pubblici","Playlist","USWB10201991","1AEYT6VxrxXPMoQUxsY0E4"
"Invincible","Adelitas Way","Adelitas Way","Brani Preferiti Pubblici","Playlist","USVI20900185","4FthwGFz9SVZgCVqxNXsSK"
"Burn It to the Ground","Nickelback","Dark Horse","Brani Preferiti Pubblici","Playlist","NLA320888014","1jq28NGw6wdtFKx8MBPy6C"
"In The End","Black Veil Brides","Wretched And Divine: The Story Of The Wild Ones","Brani Preferiti Pubblici","Playlist","USUM71212602","1RTYixE1DD3g3upEpmCJpa"
"Let It Burn","Red","Until We Have Faces","Brani Preferiti Pubblici","Playlist","USA5W1000723","6FlCPO7Z0QGgwtIL8ocZzY"
"Phenomenon","Thousand Foot Krutch","Phenomenon","Brani Preferiti Pubblici","Playlist","USTN10320428","3b6uenXXbpCRxXyzFzWi3J"
"Murder Melody","Cult To Follow","The Inception","Brani Preferiti Pubblici","Playlist","TCADK1722876","4D5IIRfvdLYyxhAwfUDP8B"
"Courtesy Call","Thousand Foot Krutch","The End Is Where We Begin","Brani Preferiti Pubblici","Playlist","TCABF1202218","0AOmbw8AwDnwXhHC3OhdVB"
"No Plan B","Manafest","Avalanche - No Plan B EP","Brani Preferiti Pubblici","Playlist","USTCG1088996","0U2Lb5cOaUJ6tBl8oQTZhV"
"Paralyzer","Finger Eleven","Them Vs. You Vs. Me (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USWU30700001","28IEbk5a7twNTbUEvWslUb"
"Rise","State of Mine","Devil in Disguise","Brani Preferiti Pubblici","Playlist","TCACQ1688047","5f92OpAQ0TenbweMyWR3Fb"
"We Are One","12 Stones","The Only Easy Day Was Yesterday","Brani Preferiti Pubblici","Playlist","USWU31000059","4lhqal0Hq63U2wETCeBdG1"
"Make A Move","Icon For Hire","Scripted","Brani Preferiti Pubblici","Playlist","USTN11100083","0FtD1ZukwCnuTfTNuwxrQM"
"Tears Don't Fall","Bullet For My Valentine","The Poison","Brani Preferiti Pubblici","Playlist","GBHQD0500017","5pKCDm2fw4k6D6C5Rk646C"
"One Step Closer","Linkin Park","Hybrid Theory (Bonus Edition)","Brani Preferiti Pubblici","Playlist","USWB10002399","3K4HG9evC7dg3N0R9cYqk4"
"Hell Yeah","Rev Theory","Light It Up","Brani Preferiti Pubblici","Playlist","USUM70811029","2qABxQZhfAthNxszLiSsUw"
"Living In A Dream","Finger Eleven","Life Turns Electric (BonusTrack Version)","Brani Preferiti Pubblici","Playlist","USWU31000099","2HaUEu0wAO5AOT0UB3i0LO"
"Non Prendo Sonno","Aamon","Genesi","Brani Preferiti Pubblici","Playlist","QM7281934689","6HAsPG9De9VcUEFHVpDWt9"
"Jeeg Robot","Ozymandias","Addicted","Brani Preferiti Pubblici","Playlist","QZ4JJ1802158","1DqoYgdGp0vCsQvrxfQPCP"
"Top boy","Zuno","Top boy","Brani Preferiti Pubblici","Playlist","ITUD51900027","3JpESM1PsTqq5p40tTgle2"
"Butterfly Knife","Sethu","Butterfly Knife","Brani Preferiti Pubblici","Playlist","TCAEH1993299","7IaPJQmOKj8XszlYwRHybI"
"Full Metal Clout","NEO13","Full Metal Clout","Brani Preferiti Pubblici","Playlist","TCAEZ2020412","5WUOfiKiKD2YI0JRYpx3g9"
"Sono sopra una puttana","SlumpthinIdle","Sono sopra una puttana","Brani Preferiti Pubblici","Playlist","ITO951900079","1IAIhczyX2fY9DascXLp2x"
"Space Jam","Jordan","Jumpman","Brani Preferiti Pubblici","Playlist","FR26V2065673","1gtz4eIrhEqivOZuvyPUzG"
"Giovan8 Goth","SlumpthinIdle","Giovan8 Goth","Brani Preferiti Pubblici","Playlist","QZES81953142","1g99xywknDV5NS0RB9DZYK"
"Diventa quello che sei","Mezzosangue","Soul of a Supertramp","Brani Preferiti Pubblici","Playlist","TCACN1635320","4YyuP86dGuroS5FeyhXJqK"
"Figlio mio","Garage Gang","Boomer Remover","Brani Preferiti Pubblici","Playlist","QM6P42020369","2zKUKmgNZtjqpI3cjxpuOf"
"Armageddon","IN6N","(Black Parade)","Brani Preferiti Pubblici","Playlist","QZHN61941447","2ABpvz4JiK3qxZ7eZVDNKK"
"HO PICCHIATO UN CREEPER X SENTIRE QUALCOSA","(DANZƏ)","(DANZƏ)","Brani Preferiti Pubblici","Playlist","IT2J82100013","6rshxTRy5cOuYY7wPsSNTe"
"Shinigami","IN6N","Shinigami","Brani Preferiti Pubblici","Playlist","TCADX1893674","6Mhll0D07AaqOX4qOY5n4W"
"Padre Pio Gang","pupis","Homo Transcensum","Brani Preferiti Pubblici","Playlist","QZFZ52078387","2z28o1I44a728aDpxrwK5C"
"Blue Bandana","Skinny","Blue Bandana","Brani Preferiti Pubblici","Playlist","CH6542071047","55Soh2lcLeN0ysLou2P7XP"
"Suv","Trap God","Street Cinemv","Brani Preferiti Pubblici","Playlist","TCAEY2082372","0ksXGarWAGdxLQBXrFj5WU"
"FIGHT! (feat. Nayt)","Il Tre","ALI","Brani Preferiti Pubblici","Playlist","ITQ002000049","7gsP23n0EL6P8G2mwT7EyL"
"#THOTMILANODM","Radical","TRASHBIN, Vol. 3","Brani Preferiti Pubblici","Playlist","NLRD52010014","4wz9be3iTHln8swogVIAwR"
"Time in a Bottle","Jim Croce","You Don't Mess Around With Jim","Brani Preferiti Pubblici","Playlist","GBAJE7200780","561F1zqRwGPCTMRsLsXVtL"
"Sink the Bismark","Johnny Horton","American Originals","Brani Preferiti Pubblici","Playlist","USSM10010120","3ncplTQUYBcxi2cCTiqvKC"
"Take Me Home, Country Roads","John Denver","The Essential John Denver","Brani Preferiti Pubblici","Playlist","USRC11100481","13HaPtzk6OEREfoWcGY8xu"
"Hated You from Hello","Downplay","Radiocalypse","Brani Preferiti Pubblici","Playlist","TCABG1272526","0D1ExGkm9m5QXklubnFZXp"
"How You Remind Me","Nickelback","Silver Side Up","Brani Preferiti Pubblici","Playlist","NLA320119533","0gmbgwZ8iqyMPmXefof8Yf"
"Through It All","Spoken","Illusion","Brani Preferiti Pubblici","Playlist","US5ED1200126","3nB5TJEl7taRMwlaoHiOry"
"Death Grip","Watt White","Death Grip","Brani Preferiti Pubblici","Playlist","SE5BU1932730","2fZFQe9qyQx1AX7tZ3Uztl"
"Living a Lie","Varna","Living a Lie","Brani Preferiti Pubblici","Playlist","TCACQ1650614","583EQwW7LlKbtK8rQQ1Gco"
"Breath","Breaking Benjamin","Phobia (Clean Version)","Brani Preferiti Pubblici","Playlist","USHR10622219","4JXfNOePhdgMOI7KZ1L25U"
"Stereo","Blockheads","Stereo","Brani Preferiti Pubblici","Playlist","TCABO1305526","6hwwXWNzkmujyz2pDUEMbz"
"War of Change","Thousand Foot Krutch","The End Is Where We Begin","Brani Preferiti Pubblici","Playlist","TCABF1202219","1qUHD9oPIMFHKpR12NY2KC"
"Lion","Hollywood Undead","Notes From The Underground","Brani Preferiti Pubblici","Playlist","USUM71215657","79CATxWpb9uezVeOIazKgs"
"Hail to the King","Avenged Sevenfold","Hail to the King","Brani Preferiti Pubblici","Playlist","USWB11302191","5anCkDvJ17aznvK5TED5uo"
"Sarcasm","Get Scared","Best Kind Of Mess","Brani Preferiti Pubblici","Playlist","USUM71021465","40i81AcCCxiVEFUWElcjZC"
"Forget About Me","Escape the Fate","Ungrateful (Deluxe)","Brani Preferiti Pubblici","Playlist","USDPK1309004","2speJWu6QDY1XGPkpRNrIq"
"Spoiler - Original Mix","Hyper","Lies","Brani Preferiti Pubblici","Playlist","CA5KR1042797","3BcEpBfEx2mOyCSJWIHSvu"
"Lose My Life","Papercut Massacre","If These Scars Could Talk","Brani Preferiti Pubblici","Playlist","USWU30900061","2J6qr3pC10jeEg7dSN9YHG"
"Still Counting","Volbeat","Guitar Gangsters & Cadillac Blood","Brani Preferiti Pubblici","Playlist","NLB930800317","1znGxpojJSjxZZEWA5zWva"
"Riot","Three Days Grace","One-X","Brani Preferiti Pubblici","Playlist","USJI10600162","5eALoO9RRACvoxvLKF9zt4"
"Asking for It","Shinedown","Threat to Survival","Brani Preferiti Pubblici","Playlist","USAT21502572","3Tp7y0bLogDQsIO5tTTOH4"
"In the Shadows","The Rasmus","Dead Letters","Brani Preferiti Pubblici","Playlist","SEVJH0201601","1fr92Vupmcs2vgLMFVQ7rd"
"Opening Wounds","Miss May I","At Heart","Brani Preferiti Pubblici","Playlist","USEK71215903","2BcIDjAvkmvubPg7vlFXOF"
"Step Up","Drowning Pool","Desensitized","Brani Preferiti Pubblici","Playlist","USWU30400000","4Q1w4Ryyi8KNxxaFlOQClK"
"The Pride","Five Finger Death Punch","American Capitalist","Brani Preferiti Pubblici","Playlist","US5Z50900085","5np6NzXvagQ0O8heLgOVPh"
"Pain","Three Days Grace","One-X","Brani Preferiti Pubblici","Playlist","USJI10600159","33daQo3S8j2NcJstEHXwhQ"
"Break the Madness","CIRRUS","Back on a Mission","Brani Preferiti Pubblici","Playlist","USQY51024602","07NJQtg69WVbBEUzDxM6vV"
"Whispers in the Dark","Skillet","Comatose","Brani Preferiti Pubblici","Playlist","USAT20619190","6rSuL1ViLO7Aljn2WD09s4"
"Stay This Way","From Ashes to New","From Ashes to New","Brani Preferiti Pubblici","Playlist","usx9p1337781","1aGZAitGPKHH2omwTZJRRT"
"My Funeral","Dope","No Regrets","Brani Preferiti Pubblici","Playlist","USKO10900156","6JEgyvjdGb4CYzcCh6fssP"
"You Spin Me Round (Like A Record)","Dope","Felons and Revolutionaries","Brani Preferiti Pubblici","Playlist","USSM10008762","0Hxty2K8F2DrrCXQyQVpBo"
"Tell Me Why (Berserk Opening Theme)","Coded Channel","Remember the Themes - Manga, Anime and Other Cartoon Themes Reloaded, Vol. 2","Brani Preferiti Pubblici","Playlist","GBRBE0798009","7F3LGzXjPcdwDBgqtdOAlA"
"The Worst In Me","Bad Omens","Bad Omens","Brani Preferiti Pubblici","Playlist","USYFZ1566203","2HsYjR4rBa38aePVMWL3zb"
"Zombie","The Cranberries","No Need To Argue (The Complete Sessions 1994-1995)","Brani Preferiti Pubblici","Playlist","USIR29400443","7EZC6E7UjZe63f1jRmkWxt"
"My Favourite Game","The Cardigans","Gran Turismo (Remastered)","Brani Preferiti Pubblici","Playlist","SEBKB9802010","0Ui05Ov0s4PnRc4JI3Pilg"
"Beds Are Burning - Remastered","Midnight Oil","Diesel And Dust","Brani Preferiti Pubblici","Playlist","AUBM00700707","1CtAzw53AIXKjAemxy4b1j"
"Personal Jesus - Single Version","Depeche Mode","The Singles 86-98","Brani Preferiti Pubblici","Playlist","GBAJH9800145","4UCTgh5jvtqoaMX6MAhUNn"
"Disco 2000","Pulp","Different Class","Brani Preferiti Pubblici","Playlist","GBAAN9500145","2aC8wwfrM0YeTAzzk8hxqC"
"Epic","Faith No More","The Real Thing","Brani Preferiti Pubblici","Playlist","GBANC8900003","4ReyTz0y3TGkX48wO3Llot"
"Everybody Hurts","R.E.M.","Automatic For The People","Brani Preferiti Pubblici","Playlist","USWB19901548","6PypGyiu0Y2lCDBN1XZEnP"
"Enjoy the Silence","Depeche Mode","Violator (Deluxe)","Brani Preferiti Pubblici","Playlist","GBAJH0600292","1JekRMGQ8iN4G1AAdh0SBa"
"It's The End Of The World As We Know It (And I Feel Fine)","R.E.M.","Document (R.E.M. No. 5)","Brani Preferiti Pubblici","Playlist","USIR38700037","2oSpQ7QtIKTNFfA08Cy0ku"
"Song 2 - 2012 Remaster","Blur","Blur (Special Edition)","Brani Preferiti Pubblici","Playlist","GBAYE1200348","1FTSo4v6BOZH9QxKc3MbVM"
"Unbelievable","EMF","Schubert Dip","Brani Preferiti Pubblici","Playlist","GBAYE9000089","5VYTKiOnHw4iTrB9pG3yum"
"Losing My Religion","R.E.M.","Out Of Time (25th Anniversary Edition)","Brani Preferiti Pubblici","Playlist","USC4R1605373","31AOj9sFz2gM0O3hMARRBx"
"Dixie's Land","2nd South Carolina String Band","Southern Soldier","Brani Preferiti Pubblici","Playlist","ushm20308896","4FYOAtDIyn2HGltOxHlfsU"
"Il suono del male","Metal Carter","Vendetta privata","Brani Preferiti Pubblici","Playlist","ITDF61703033","1QCOaG0L48et6vI0AngX98"
"Any Way You Want It","Journey","Departure","Brani Preferiti Pubblici","Playlist","USSM18100114","71SvEDmsOwIWw1IozsZoMA"
"Don't Stop Believin'","Journey","Escape (Bonus Track Version)","Brani Preferiti Pubblici","Playlist","USSM18100116","4bHsxqR3GMrXTxEPLuK5ue"
"Burning Heart - From ""Rocky IV"" Soundtrack","Survivor","Rocky IV","Brani Preferiti Pubblici","Playlist","USVR19300003","2avaSeKHI5l4sLruVfLdi2"
"Chokkaku (Final Getsuga Tenshou Theme) - From ""Bleach""","Gabriele Motta","Chokkaku (Final Getsuga Tenshou Theme) [From ""Bleach""]","Brani Preferiti Pubblici","Playlist","FRS182069893","73PW8Nb1ZUFFaVCU3453Mm"
"The Only Thing They Fear Is You","FamilyJules","The Only Thing They Fear Is You","Brani Preferiti Pubblici","Playlist","QZES52093280","7AYSl3u70hJ402o0u0gry5"
"At Doom's Gate","Mick Gordon","Doom (Original Game Soundtrack)","Brani Preferiti Pubblici","Playlist","QMTH31600018","2UKgx2oba7CltHLACr3xdT"
"Berserk","S3RL","Berserk","Brani Preferiti Pubblici","Playlist","AU8N01100102","4OqkZC8lvPnVayma2QvRBW"
"My Brother - From ""Berserk""","Gabriele Motta","My Brother (From ""Berserk"")","Brani Preferiti Pubblici","Playlist","FR59R2194941","6kYsVSUPGGOqXVPO5j5cuu"
"Rhodesians Never die","FBIV","Fbiv","Brani Preferiti Pubblici","Playlist","QZFYW2147479","6C8NTTMHOUSSg33iqwPTin"
"Deutschland","Alan Aztec","Deutschland","Brani Preferiti Pubblici","Playlist","QZHN51989592","71jo10q1M4LBrEMBonEvms"
"Little Dark Age","MGMT","Little Dark Age","Brani Preferiti Pubblici","Playlist","USSM11707035","2Y0iGXY6m6immVb2ktbseM"
"Angelina Jolie","Bresh","Angelina Jolie","Brani Preferiti Pubblici","Playlist","ITB002100150","0tD4EXZRm1JGDYWtKYFLWK"
"Frontline","Pillar","Where Do We Go From Here","Brani Preferiti Pubblici","Playlist","USFLK0400173","39sN48Q2DIbyVK8i8kkqgF"
"Animal I Have Become","Three Days Grace","One-X","Brani Preferiti Pubblici","Playlist","USJI10600117","5eFxwmqKrHpSQDOEIFYlgY"
"Dark Side","Blind Channel","Dark Side","Brani Preferiti Pubblici","Playlist","FIRAN2100001","1Z1BSrmGhjw4FVEtySGI54"
"You Better Die Young","Nomy","Song Or Suicide","Brani Preferiti Pubblici","Playlist","SEYOK0902510","62LUAnpbhnJjTW7BTVVw1L"
"Indestructible","Solence","Indestructible","Brani Preferiti Pubblici","Playlist","QZHZ42162529","6BYZGyIwoHBy8i4zcS2ABM"
"Indestructible","Disturbed","Indestructible (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USRE10800127","42ZVk59gT4tMlrZmd8Ijxf"
"Cool Kids","Fight The Fade","Cool Kids","Brani Preferiti Pubblici","Playlist","TCACB1447199","59ljvXUMjvxNRc4USjEJTf"
"Impossible","I Am King","Impossible","Brani Preferiti Pubblici","Playlist","TCADN1823329","0aJglfKKlSuhwws0EU6Q5v"
"Melancholia","Venz","CP2 MIXTAPE","Brani Preferiti Pubblici","Playlist","QZNWY2065938","5qX49Lo9FhAKLlRqqvWTJK"
"Basta Così","Venz","Limbo","Brani Preferiti Pubblici","Playlist","QZHNB2007154","08OgEuIDaeFBvx5et5CGMT"
"Open Your Eyes","Disturbed","Immortalized (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USRE11500173","4YDdWcdzHhLDZ5d1j9nRaJ"
"La Scelta","Caparezza","La Scelta","Brani Preferiti Pubblici","Playlist","ITUM72100159","0UFpPgXFcdJAoMlquv63Fh"
"Break","Three Days Grace","Life Starts Now","Brani Preferiti Pubblici","Playlist","USJI10900480","4urxRqBRiaH0i20OKBsgxc"
"Die MF Die","Dope","Life","Brani Preferiti Pubblici","Playlist","USSM10105959","5bU4KX47KqtDKKaLM4QCzh"
"Down with the Sickness","Disturbed","The Sickness","Brani Preferiti Pubblici","Playlist","USGI19900180","40rvBMQizxkIqnjPdEWY1v"
"Take A Look Around","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Brani Preferiti Pubblici","Playlist","USIR10000604","2avKuMN2QXkaG9vvHa2JLt"
"It's My Life","Bon Jovi","Crush","Brani Preferiti Pubblici","Playlist","USIR20000145","0v1XpBHnsbkCn7iJ9Ucr1l"
"Behind Blue Eyes","Limp Bizkit","Results May Vary","Brani Preferiti Pubblici","Playlist","USIR10312186","1MTQHCpraD4S8g5PAFKzoj"
"Rollin' (Air Raid Vehicle)","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Brani Preferiti Pubblici","Playlist","USIR10001170","3IV4swNduIRunHREK80owz"
"Learn to Fly","Foo Fighters","There Is Nothing Left To Lose","Brani Preferiti Pubblici","Playlist","USRW39900002","5OQsiBsky2k2kDKy2bX2eT"
"The Pretender","Foo Fighters","Echoes, Silence, Patience & Grace","Brani Preferiti Pubblici","Playlist","USRW30700007","7x8dCjCr0x6x2lXKujYD34"
"Break Stuff","Limp Bizkit","Significant Other","Brani Preferiti Pubblici","Playlist","USIR19902309","5cZqsjVs6MevCnAkasbEOX"
"Californication","Red Hot Chili Peppers","Californication (Deluxe Edition)","Brani Preferiti Pubblici","Playlist","USWB19900690","48UPSzbZjgc449aqz8bxox"
"All The Small Things","blink-182","Enema Of The State","Brani Preferiti Pubblici","Playlist","USMC19959123","2m1hi0nfMR9vdGC8UcrnwU"
"Slaughter","Metal Carter","Dimensione violenza","Brani Preferiti Pubblici","Playlist","ITI021400150","2VESmLCEe2bVsRgzDrvoTT"
"Fearless Pt. II","Lost Sky","Fearless Pt. II","Brani Preferiti Pubblici","Playlist","GB2LD1700381","4VZH6OfxPy1nNE7KbtVKyK"
"Blood // Water","grandson","Blood // Water","Brani Preferiti Pubblici","Playlist","TCADI1720999","0AUyNF6iFxMNQsNx2nhtrw"
"North Memphis","Pharmacist","North Memphis","Brani Preferiti Pubblici","Playlist","QZHNC1902102","0SzDVyiiUDpuhzrphnoejr"
"LED","OmenXIII","Corrupted","Brani Preferiti Pubblici","Playlist","QZARB1867455","0s1MIn7UaPbAfq85CnKVl6"
"Frank's Choice","Tyler Bates","The Punisher (Original Soundtrack)","Brani Preferiti Pubblici","Playlist","USHR11738236","0I794wn3wgcvruEUsfztnl"
